model,dataset,num_seeds,rmse_mean,rmse_std,mae_mean,mae_std,seeds
PatchTST,HouseTwenty,1,437.44794868619186,0.0,338.4063869226828,0.0,42
PatchTST,InsectEPGRegularTrain,1,0.022424913822842743,0.0,0.01843414713478723,0.0,42
